DATAFLOW,FREQ,GEO_PICT,URBANIZATION,INDICATOR,SEX,AGE,FISHING_INSHORE,FISHING_NEARSHORE,FISHING_OFFSHORE,FISHING_OTHER_LOCATION,TIME_PERIOD,OBS_VALUE,UNIT_MEASURE,UNIT_MULT,OBS_STATUS,DATA_SOURCE,OBS_COMMENT,CONF_STATUS
SPC:DF_FISHING_LOCATION_HIES(1.0),A,PW-1,U,PERCENT,M,Y25T59,YES,NO,NO,NO,2013,1,PERCENT,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,PW-1,_T,PERCENT,_T,_T,_T,NO,YES,YES,2013,0,PERCENT,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,CK,_T,PERCENT,_T,Y60T999,YES,YES,_T,NO,2015,6,PERCENT,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,CK-2,R,PERCENT,M,Y25T59,_T,_T,_T,YES,2015,8,PERCENT,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,CK-2,R,PERCENT,M,_T,_T,NO,NO,_T,2015,10,PERCENT,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,CK-2,R,PERCENT,_T,Y15T24,_T,_T,NO,NO,2015,29,PERCENT,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,CK-2,_T,PERCENT,F,Y60T999,_T,_T,NO,_T,2015,20,PERCENT,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,CK-2,_T,PERCENT,_T,Y60T999,YES,_T,_T,_T,2015,28,PERCENT,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,NU,_T,PERCENT,_T,_T,NO,NO,_T,YES,2015,1,PERCENT,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,TK,_T,PERCENT,F,Y60T999,_T,NO,NO,NO,2015,4,PERCENT,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,TV,R,PERCENT,F,_T,_T,YES,YES,_T,2015,8,PERCENT,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,TV,R,PERCENT,M,_T,_T,_T,YES,_T,2015,22,PERCENT,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,TV,R,PERCENT,_T,Y25T59,YES,_T,YES,_T,2015,8,PERCENT,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,TV,U,PERCENT,_T,Y60T999,YES,YES,_T,NO,2015,11,PERCENT,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,TV-B,R,PERCENT,M,Y25T59,YES,_T,_T,NO,2015,33,PERCENT,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,TV-B,R,PERCENT,_T,Y25T59,YES,NO,NO,NO,2015,10,PERCENT,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,TV-B,R,PERCENT,_T,Y25T59,_T,_T,YES,YES,2015,0,PERCENT,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,TV-B,_T,PERCENT,F,Y60T999,_T,_T,NO,NO,2015,20,PERCENT,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,TV-B,_T,PERCENT,_T,Y15T24,_T,_T,YES,NO,2015,50,PERCENT,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,TV-B,_T,PERCENT,_T,Y25T59,NO,YES,_T,NO,2015,22,PERCENT,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,KI,R,PERCENT,F,Y15T24,_T,NO,NO,_T,2019,39,PERCENT,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,KI,R,PERCENT,F,Y25T59,YES,_T,NO,YES,2019,1,PERCENT,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,KI,U,PERCENT,F,Y60T999,NO,_T,NO,NO,2019,9,PERCENT,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,KI,U,PERCENT,_T,Y15T24,NO,_T,YES,NO,2019,20,PERCENT,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,KI,_T,PERCENT,F,Y60T999,NO,_T,_T,NO,2019,12,PERCENT,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,KI-A,_T,PERCENT,_T,Y15T24,NO,YES,_T,_T,2019,8,PERCENT,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,KI-B,R,PERCENT,M,Y60T999,YES,NO,NO,_T,2019,31,PERCENT,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,KI-B,_T,PERCENT,F,_T,NO,YES,NO,NO,2019,10,PERCENT,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,KI-B,_T,PERCENT,M,Y60T999,NO,YES,_T,_T,2019,10,PERCENT,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,KI-B,_T,PERCENT,_T,Y25T59,_T,YES,_T,NO,2019,15,PERCENT,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,KI-B,_T,PERCENT,_T,Y60T999,NO,_T,_T,_T,2019,8,PERCENT,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,KI-C,_T,PERCENT,M,Y25T59,_T,YES,_T,_T,2019,20,PERCENT,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,KI-C,_T,PERCENT,M,_T,NO,YES,_T,YES,2019,2,PERCENT,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,KI-C,_T,PERCENT,_T,Y25T59,_T,_T,_T,_T,2019,72,PERCENT,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,KI-D,R,PERCENT,M,Y25T59,NO,YES,_T,NO,2019,18,PERCENT,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,KI-D,R,PERCENT,_T,Y25T59,NO,_T,_T,NO,2019,31,PERCENT,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,KI-D,_T,PERCENT,F,Y60T999,YES,NO,NO,NO,2019,12,PERCENT,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,KI-D,_T,PERCENT,_T,Y25T59,_T,YES,NO,YES,2019,2,PERCENT,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,MH,R,PERCENT,M,_T,_T,NO,_T,_T,2019,33,PERCENT,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,MH,U,PERCENT,_T,Y25T59,NO,_T,NO,_T,2019,0,PERCENT,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,MH,U,PERCENT,_T,_T,_T,NO,YES,NO,2019,0,PERCENT,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,MH-2,U,PERCENT,M,_T,_T,NO,YES,_T,2019,0,PERCENT,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,MH-2,_T,PERCENT,F,_T,YES,_T,_T,_T,2019,0,PERCENT,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,MH-3,_T,PERCENT,F,Y60T999,YES,NO,NO,NO,2019,100,PERCENT,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,MH-4,_T,PERCENT,_T,_T,YES,NO,_T,NO,2019,32,PERCENT,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,MH-5,_T,PERCENT,_T,Y60T999,_T,_T,YES,NO,2019,2,PERCENT,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,MH-6,_T,PERCENT,M,_T,YES,NO,_T,_T,2019,26,PERCENT,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,TO,U,PERCENT,_T,Y25T59,NO,YES,_T,_T,2021,2,PERCENT,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,TO-1,_T,PERCENT,_T,Y60T999,NO,_T,YES,_T,2021,0,PERCENT,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,TO-2,R,PERCENT,M,Y60T999,_T,_T,NO,NO,2021,9,PERCENT,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,TO-3,_T,PERCENT,_T,Y60T999,NO,NO,_T,_T,2021,1,PERCENT,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,TO-4,R,PERCENT,F,_T,_T,_T,NO,NO,2021,26,PERCENT,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,TO-4,_T,PERCENT,M,_T,YES,NO,NO,NO,2021,15,PERCENT,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,TO-5,R,PERCENT,M,_T,YES,NO,NO,_T,2021,1,PERCENT,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,TO-6,R,PERCENT,_T,Y60T999,_T,NO,NO,NO,2021,6,PERCENT,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,TO-6,_T,PERCENT,_T,Y60T999,_T,NO,YES,_T,2021,3,PERCENT,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,TO,U,N,M,Y25T59,NO,NO,_T,NO,2021,7,N,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,CK,U,N,F,Y25T59,NO,_T,_T,_T,2015,83,N,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,TV,R,N,F,Y25T59,NO,_T,_T,_T,2015,18,N,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,TO,U,N,F,Y25T59,_T,YES,NO,_T,2021,7,N,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,KI,R,N,F,Y25T59,_T,YES,_T,NO,2019,280,N,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,KI,R,N,M,_T,NO,NO,YES,NO,2019,398,N,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,KI,U,N,F,_T,NO,YES,NO,NO,2019,110,N,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,MH,U,N,_T,Y25T59,YES,YES,_T,_T,2019,11,N,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,KI,R,N,_T,Y25T59,YES,_T,_T,NO,2019,3101,N,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,TO,R,N,_T,Y15T24,_T,NO,_T,_T,2021,22,N,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,TO,U,N,_T,_T,NO,NO,YES,_T,2021,14,N,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,CK,U,N,_T,_T,NO,NO,_T,_T,2015,9,N,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,MH,R,N,_T,_T,_T,_T,NO,_T,2019,1625,N,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,MH,U,N,_T,_T,_T,_T,_T,_T,2019,576,N,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,TV,_T,N,F,Y60T999,NO,_T,NO,_T,2015,14,N,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,TV,_T,N,M,Y25T59,_T,NO,_T,_T,2015,337,N,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,NU,_T,N,M,_T,YES,_T,YES,NO,2015,3,N,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,KI,_T,N,F,_T,_T,NO,YES,YES,2019,10,N,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,TK,_T,N,M,_T,_T,NO,NO,NO,2015,4,N,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,TO,_T,N,F,_T,_T,_T,NO,_T,2021,191,N,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,KI,_T,N,_T,Y25T59,NO,YES,YES,YES,2019,8,N,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,TV,_T,N,_T,Y15T24,NO,_T,YES,_T,2015,3,N,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,TO,_T,N,_T,Y25T59,YES,_T,_T,_T,2021,697,N,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,PW,_T,N,_T,Y60T999,_T,YES,YES,YES,2013,24,N,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,KI-D,R,N,F,Y25T59,NO,NO,_T,YES,2019,12,N,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,KI-D,R,N,M,Y25T59,YES,YES,_T,NO,2019,107,N,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,MH-4,R,N,M,Y25T59,_T,YES,_T,_T,2019,44,N,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,TO-3,R,N,F,Y60T999,_T,YES,_T,_T,2021,15,N,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,KI-B,R,N,M,Y25T59,_T,_T,_T,YES,2019,36,N,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,KI-B,R,N,F,Y25T59,_T,_T,_T,_T,2019,422,N,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,CK-2,R,N,_T,Y25T59,NO,NO,NO,NO,2015,8,N,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,KI-B,R,N,_T,Y25T59,YES,NO,NO,_T,2019,1297,N,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,PW-2,R,N,_T,Y60T999,_T,YES,_T,YES,2013,28,N,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,TO-2,R,N,_T,Y25T59,_T,YES,_T,NO,2021,320,N,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,PW-1,U,N,_T,Y25T59,_T,NO,_T,_T,2013,133,N,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,KI-A,U,N,_T,_T,YES,_T,_T,NO,2019,1460,N,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,TO-6,_T,N,F,Y60T999,NO,YES,NO,NO,2021,3,N,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,CK-1,_T,N,F,Y60T999,YES,YES,NO,_T,2015,18,N,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,MH-5,_T,N,M,Y60T999,YES,YES,_T,_T,2019,4,N,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,TV-B,_T,N,F,Y25T59,NO,NO,_T,_T,2015,6,N,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,KI-D,_T,N,F,Y60T999,NO,_T,YES,NO,2019,36,N,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,MH-5,_T,N,M,Y25T59,YES,_T,YES,NO,2019,1,N,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,KI-A,_T,N,F,Y15T24,NO,_T,YES,_T,2019,14,N,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,TV-B,_T,N,F,Y60T999,NO,_T,NO,_T,2015,12,N,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,TO-3,_T,N,M,Y60T999,_T,NO,NO,YES,2021,7,N,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,KI-E,_T,N,M,Y25T59,_T,YES,YES,_T,2019,4,N,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,MH-4,_T,N,M,Y60T999,_T,YES,NO,_T,2019,11,N,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,KI-C,_T,N,F,Y60T999,_T,YES,_T,NO,2019,8,N,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,KI-B,_T,N,F,Y60T999,_T,_T,NO,_T,2019,147,N,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,CK-1,_T,N,M,_T,NO,YES,NO,_T,2015,157,N,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,MH-6,_T,N,M,_T,YES,YES,NO,_T,2019,114,N,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,KI-C,_T,N,M,_T,YES,YES,_T,YES,2019,14,N,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,KI-C,_T,N,F,_T,YES,_T,NO,_T,2019,144,N,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,KI-B,_T,N,F,_T,_T,NO,_T,_T,2019,483,N,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,CK-2,_T,N,M,_T,_T,_T,NO,_T,2015,516,N,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,PW-1,_T,N,_T,Y25T59,YES,YES,_T,NO,2013,8,N,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,KI-B,_T,N,_T,Y25T59,NO,YES,_T,_T,2019,444,N,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,TO-3,_T,N,_T,Y60T999,YES,NO,_T,_T,2021,59,N,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,TO-6,_T,N,_T,Y25T59,YES,YES,_T,_T,2021,3,N,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,TO-1,_T,N,_T,Y25T59,NO,_T,_T,NO,2021,49,N,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,KI-A,_T,N,_T,Y60T999,_T,_T,YES,NO,2019,37,N,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,TO-2,_T,N,_T,_T,_T,NO,NO,NO,2021,445,N,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,NR,_T,PERCENT,_T,_T,_T,NO,NO,NO,2012,14,PERCENT,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,PW,R,PERCENT,F,Y25T59,YES,_T,_T,YES,2013,4,PERCENT,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,PW,R,PERCENT,_T,Y25T59,NO,NO,NO,NO,2013,1,PERCENT,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,PW,R,PERCENT,_T,_T,_T,YES,NO,_T,2013,8,PERCENT,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,PW,U,PERCENT,M,_T,_T,YES,NO,_T,2013,5,PERCENT,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,PW,U,PERCENT,_T,Y25T59,NO,NO,_T,NO,2013,2,PERCENT,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,PW,U,PERCENT,_T,Y25T59,_T,YES,NO,YES,2013,2,PERCENT,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,PW,U,PERCENT,_T,Y60T999,NO,_T,NO,NO,2013,3,PERCENT,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,PW,_T,PERCENT,M,_T,NO,_T,NO,YES,2013,2,PERCENT,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,PW-1,U,PERCENT,F,Y25T59,_T,_T,YES,_T,2013,1,PERCENT,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,PW-1,_T,PERCENT,F,Y60T999,_T,YES,_T,NO,2013,2,PERCENT,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,PW-2,_T,PERCENT,M,Y25T59,_T,_T,NO,NO,2013,3,PERCENT,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,PW-2,_T,PERCENT,_T,Y25T59,_T,YES,YES,_T,2013,7,PERCENT,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,PW-2,_T,PERCENT,_T,_T,NO,YES,YES,YES,2013,1,PERCENT,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,NU,_T,PERCENT,_T,Y25T59,_T,NO,_T,_T,2015,2,PERCENT,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,TK,_T,PERCENT,M,Y15T24,YES,YES,_T,NO,2015,25,PERCENT,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,TV,U,PERCENT,F,_T,_T,NO,NO,NO,2015,13,PERCENT,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,TV,U,PERCENT,_T,Y25T59,NO,YES,NO,NO,2015,4,PERCENT,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,TV,_T,PERCENT,_T,Y25T59,NO,YES,_T,NO,2015,13,PERCENT,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,TV-A,U,PERCENT,F,Y60T999,_T,YES,_T,NO,2015,4,PERCENT,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,TV-A,U,PERCENT,F,_T,YES,_T,NO,_T,2015,15,PERCENT,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,TV-A,U,PERCENT,M,_T,YES,YES,_T,YES,2015,2,PERCENT,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,TV-A,_T,PERCENT,F,_T,_T,YES,NO,_T,2015,8,PERCENT,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,TV-A,_T,PERCENT,M,Y25T59,YES,YES,NO,_T,2015,4,PERCENT,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,TV-B,R,PERCENT,M,Y60T999,NO,_T,YES,NO,2015,7,PERCENT,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,TV-B,_T,PERCENT,F,_T,_T,NO,_T,NO,2015,22,PERCENT,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,KI,R,PERCENT,F,Y60T999,_T,YES,YES,_T,2019,1,PERCENT,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,KI,U,PERCENT,M,_T,_T,_T,NO,YES,2019,1,PERCENT,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,KI,U,PERCENT,_T,_T,YES,_T,_T,_T,2019,16,PERCENT,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,KI,_T,PERCENT,F,Y25T59,_T,YES,_T,YES,2019,0,PERCENT,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,KI,_T,PERCENT,M,Y25T59,_T,NO,YES,_T,2019,6,PERCENT,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,KI,_T,PERCENT,M,_T,_T,_T,_T,YES,2019,3,PERCENT,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,KI,_T,PERCENT,_T,Y60T999,_T,NO,NO,NO,2019,23,PERCENT,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,KI,_T,PERCENT,_T,Y60T999,_T,_T,YES,_T,2019,5,PERCENT,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,KI-A,_T,PERCENT,M,_T,NO,YES,YES,_T,2019,0,PERCENT,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,KI-B,R,PERCENT,_T,Y25T59,NO,NO,NO,_T,2019,0,PERCENT,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,KI-B,R,PERCENT,_T,_T,NO,NO,NO,_T,2019,0,PERCENT,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,KI-B,_T,PERCENT,_T,_T,_T,YES,_T,NO,2019,14,PERCENT,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,KI-C,R,PERCENT,_T,_T,YES,NO,_T,YES,2019,2,PERCENT,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,KI-C,_T,PERCENT,F,_T,NO,_T,NO,_T,2019,8,PERCENT,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,KI-D,R,PERCENT,F,Y15T24,_T,NO,NO,_T,2019,48,PERCENT,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,KI-D,R,PERCENT,F,_T,_T,NO,YES,_T,2019,26,PERCENT,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,KI-D,R,PERCENT,_T,Y15T24,NO,YES,NO,_T,2019,9,PERCENT,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,KI-E,R,PERCENT,M,Y25T59,NO,YES,YES,_T,2019,0,PERCENT,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,MH,R,PERCENT,M,Y25T59,YES,NO,NO,_T,2019,35,PERCENT,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,MH,R,PERCENT,M,_T,YES,YES,NO,NO,2019,5,PERCENT,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,MH,_T,PERCENT,M,_T,NO,NO,_T,_T,2019,1,PERCENT,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,MH-2,_T,PERCENT,M,Y60T999,_T,_T,YES,_T,2019,0,PERCENT,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,MH-3,R,PERCENT,M,Y25T59,NO,YES,_T,NO,2019,8,PERCENT,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,MH-4,_T,PERCENT,_T,_T,NO,YES,NO,NO,2019,8,PERCENT,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,MH-6,R,PERCENT,F,Y25T59,YES,YES,_T,_T,2019,8,PERCENT,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,MH-6,R,PERCENT,F,_T,_T,_T,_T,_T,2019,48,PERCENT,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,MH-6,_T,PERCENT,F,Y60T999,YES,YES,NO,_T,2019,6,PERCENT,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,MH-6,_T,PERCENT,M,_T,NO,YES,NO,_T,2019,15,PERCENT,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,TO,_T,PERCENT,_T,Y25T59,NO,_T,_T,_T,2021,5,PERCENT,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,TO-1,U,PERCENT,_T,_T,_T,_T,_T,_T,2021,5,PERCENT,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,TO-2,R,PERCENT,M,_T,YES,YES,_T,_T,2021,1,PERCENT,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,TO-3,R,PERCENT,_T,Y25T59,_T,_T,NO,NO,2021,11,PERCENT,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,TO-3,_T,PERCENT,_T,Y60T999,_T,YES,NO,NO,2021,8,PERCENT,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,TO-4,R,PERCENT,M,Y25T59,YES,YES,_T,NO,2021,4,PERCENT,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,TO-5,R,PERCENT,_T,Y25T59,NO,YES,NO,_T,2021,1,PERCENT,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,TO-5,_T,PERCENT,M,Y60T999,_T,YES,NO,_T,2021,1,PERCENT,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,TO-6,_T,PERCENT,M,Y60T999,YES,YES,_T,_T,2021,4,PERCENT,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,CK,R,PERCENT,_T,Y15T24,_T,YES,_T,_T,2015,43,PERCENT,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,CK,U,PERCENT,_T,Y25T59,YES,NO,NO,NO,2015,1,PERCENT,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,MH,R,N,M,Y25T59,NO,_T,YES,_T,2019,25,N,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,KI,R,N,M,Y60T999,NO,_T,_T,YES,2019,12,N,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,CK,R,N,F,Y60T999,YES,_T,_T,_T,2015,25,N,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,PW,U,N,M,Y25T59,_T,_T,YES,YES,2013,40,N,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,TO,R,N,M,Y60T999,_T,_T,_T,NO,2021,371,N,,,,,
